,ten_san_pham,thanh_phan_hoat_chat,dang_bao_che,dang_dong_goi,khoi_luong_the_tich,cong_dung,han_dung,so_dang_ky
1076,NP-Aquatonic,"Acid folic, Biotin, Lysine, Mangan sulfate, Methionine, Vitamin A, Vitamin B1, Vitamin B2, Vitamin B6, Vitamin C, Vitamin D, Vitamin E, Vitamin K3, Zinc sulfate",Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Bổ sung vitamin, acid amin, khoáng, tăng sức đề kháng, giảm stress, kích thích tiêu hoá trên tôm, cá",24 tháng,"HCM.TS34
-32"
1077,NP-Biomilk,"a-Amylase, Bacillus subtilis, Lactobacillus acidophilus, Protease, Vitamin A, Vitamin D, Vitamin E",Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Bổ sung vitamin, enzyme và vi sinh vật có lợi kích thích tiêu hóa trên tôm, cá.",24 tháng,"HCM.TS34
-33"
1078,NP-Biozyme,"a-Amylase, Bacillus subtilis, Lactobacillus acidophilus, Lysine, Methionine, Protease, Sorbitol, Vitamin B1, Vitamin B2, Vitamin B5, Vitamin PP",Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Bổ sung vitamin, enzyme và vi sinh vật có lợi kích thích tiêu hóa trên tôm, cá",24 tháng,"HCM.TS34
-34"
1079,NP-Tonic,"Choline, Lysine, Methionine, Vitamin A, Vitamin B1, Vitamin B12, Vitamin B2, Vitamin B5, Vitamin B6, Vitamin D, Vitamin E, Vitamin K3",Dung dịch uống,"Chai, Can","5, 10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Bổ sung vitamin, acid amin, khoáng chất, tăng sức đề kháng, giảm stress, kích thích tiêu hoá trên tôm, cá",24 tháng,"HCM.TS34
-35"
1080,Polyvit-NPV,"Acid folic, Biotin, Choline, CuSO4, FeSO4, Lysine, Methionine, MgSO4, Sorbitol, Vitamin A, Vitamin B1, Vitamin B2, Vitamin B5, Vitamin B6, Vitamin D, Vitamin E, Vitamin K3, Vitamin PP, ZnSO4",Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Bổ sung vitamin, acid amin, khoáng chất, tăng sức đề kháng, giảm stress, kích thích tiêu hoá trên tôm, cá",24 tháng,"HCM.TS34
-36"
1081,Soluble-vitamino,"Acid folic, Lysine, Methionine, Sorbitol, Vitamin A, Vitamin B1, Vitamin B12, Vitamin B2, Vitamin B6, Vitamin C, Vitamin D, Vitamin E, Vitamin H, Vitamin K3, Vitamin PP",Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Bổ sung vitamin, acid amin, khoáng chất, tăng sức đề kháng, giảm stress, kích thích tiêu hoá trên tôm, cá",24 tháng,"HCM.TS34
-37"
1082,Tonivit-aqua,"Acid folic, Biotin, KCl, NaCl, Vitamin A, Vitamin B1, Vitamin B12, Vitamin B2, Vitamin B5, Vitamin B6, Vitamin C, Vitamin D, Vitamin E, Vitamin K3, Vitamin PP",Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Bổ sung vitamin, acid amin, khoáng chất, tăng sức đề kháng, giảm stress, kích thích tiêu hoá trên tôm, cá",24 tháng,"HCM.TS34
-38"
1083,Vitamin C,Vitamin C,Thuốc bột uống,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Tăng cường sức đề kháng, giảm stress trên tôm, cá",24 tháng,"HCM.TS34
-39"
1084,NP-Doxtrim,"Sulfadimidine, Trimethoprim",Thuốc bột trộn thức ăn,"Gói, Hộp, Xô, Bao","100, 50, 200,
500g; 1, 5, 10,
25kg","Trị bệnh đốm đỏ, xuất huyết trên thân, hậu môn sưng đỏ của cá tra, cá basa do vi khuẩn Aeromonas hydrophyla và Pseudomonas flourescens. Trị bệnh do vi khuẩn Vibrio gây ra trên tôm. Ngừng sử dụng 4 tuần trước thu hoạch.",24 tháng,"HCM.TS34
-4"
1085,Amin-F,"Betain, Lysine, Methionine, Sorbitol",Dung dịch uống,"Chai, Can","5, 10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Bổ sung acid amin cần thiết, tăng cường chức năng gan trên tôm, cá",24 tháng,"HCM.TS34
-40"
1086,Calviphos,"CaCl2, CuCl2, FeCl2, MgCl2, MnCl2, Phosphoric acid, ZnCl2",Dung dịch uống,"Chai, Can","5, 10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Bổ sung khoáng chất thiết yếu, hỗ trợ tôm lột xác, cứng vỏ nhanh, giúp phát triển hệ xương và vảy trên cá, tôm",24 tháng,"HCM.TS34
-42"
1087,MULTIVIT-FS,"Acid Folic, Biotin, FeSO4, Vitamin A, Vitamin B1, Vitamin B2, Vitamin B6, Vitamin D3, Vitamin E, Vitamin K3",Thuốc bột,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Phòng trị các bệnh do thiếu vitamin và acid amin, khoáng chất,  tăng sức đề kháng, giảm stress, kích thích tiêu hoá trên tôm, cá",24 tháng,"HCM.TS34
-46"
1088,LIVER TONIC,"Cyanocobalamin, Lysine, Methionine, Sorbitol",Thuốc bột,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg","Tăng cường chức năng gan, giải độc gan, tăng sức đề kháng, giúp tôm cá phục hồi nhanh sau khi bệnh.",24 tháng,"HCM.TS34
-47"
1089,MINERAL SUPER,"Calcium, Cobalt, Copper, Iron, Magnesium, Manganese, Phospho, Sodium, Zinc",Dung dịch,"Chai, Can","5, 10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Kích thích tôm lột xác đồng loạt. Ngừa bệnh thiếu khoáng, mềm vỏ khi nồng độ muối thấp hoặc trong mùa mưa",24 tháng,"HCM.TS34
-48"
1090,NP-GLUCID,"B.K.C,
Glutaraldehyde",Dung dịch sát trùng,"Chai, Can","5, 10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi, Sát trùng dụng cụ dùng trong nuôi trồng thủy sản",24 tháng,"HCM.TS34
-49"
1091,NP-C.Vit Plus,Vitamin C,Thuốc bột trộn thức ăn,"Gói, Hộp, Xô, Bao","100, 50, 200,
500g; 1, 5, 10,
25kg","Tăng cường sức đề kháng, giảm stress trên tôm, cá",24 tháng,"HCM.TS34
-5"
1092,DOXYLIN,Doxycycline hyclate,Thuốc bột,"Gói, Hộp","5, 10, 20, 50,
100, 250,
500g; 1, 2, 5,
10, 25 kg",Trị bệnh đỏ thân trên tôm gây ra bởi vi khuẩn Vibrio,24 tháng,"HCM.TS34
-50"
1093,BIOTONIC LIQUID,"Citric acid, Formic acid, Lactic acid, Lysine, Methionine, Vitamin B1, Vitamin B5, Vitamin B6, Vitamin C, Vitamin PP",Dung dịch,"Chai, Can","5, 10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Giải độc gan, trị bệnh do thiếu Vitamin trên tôm, cá.",24 tháng,"HCM.TS34
-51"
1094,LEVA-F,Levamisole,Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị nội ký sinh trùng trên cá nuôi như: giun tròn đường ruột, ống mật. Thời gian ngừng thuốc: 21 ngày trước khi thu hoạch.",24 tháng,"HCM.TS34
-52"
1095,DOXI-FS,Doxycycline base,Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg",Trị bệnh đỏ thân do vi khuẩn Vibrio alginolyticus trên tôm hùm gây ra. Thời gian ngừng thuốc 04 tuần trước khi thu hoạch.,24 tháng,"HCM.TS34
-53"
1096,FLOR AQUA,Florphenicol,Dung dịch,"Chai, Can, Xô, Phuy","5, 10, 20, 50,
100,
250,500ml; 1,
2, 5, 10, 20 lít","Trị xuất huyết đường ruột chủ yếu do vi khuẩn Edwardssiella ictaluri gây ra trên cá tra, cá basa. Thời gian ngừng thuốc 7 ngày trước khi thu hoạch.",24 tháng,"HCM.TS34
-54"
1097,DEWORMS,Fenbendazole,Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị nội ký sinh trùng trên cá như giun tròn đường ruột, trong ống mật, giun đầu gai, sán lá, sán dây. Thời gian ngừng thuốc 21 ngày trước khi thu hoạch.",24 tháng,"HCM.TS34
-55"
1098,PAZI-F,Praziquantel,Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị ngoại ký sinh trùng: sán lá đơn chủ; nội ký sinh trùng: sán lá gan, sán dây. Thời gian ngừng thuốc: 30 ngày trước khi thu hoạch.",24 tháng,"HCM.TS34
-56"
1099,TRI-FOXIM,"Sulfamethoxazole, Trimethoprim",Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị  nhiễm khuẩn trên cá do vi khuẩn Edwardsiella ictaluri, Aeromonas, Flexibacter, Pseudomonas, Enterobacteria, Vibrio spp.. Thời gian ngừng thuốc 30 ngày trước khi thu hoạch.",24 tháng,"HCM.TS34
-57"
1100,GLUBEN,"Benzalkonium chloride, Glutaraldehyde",Dung dịch sát trùng,"Chai, Can, Xô, Phuy","20, 50, 100,
200, 250,
500ml; 1, 2, 5,
10, 20, 30, 50,
100, 200 lít","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi. Sát trùng dụng cụ dùng trong nuôi trồng thủy sản.",24 tháng,"HCM.TS34
-58"
1101,SAQUANIN,Saponin (chiết xuất từ bột bã trà),Thuốc bột dùng ngoài,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Diệt cá tạp, kích thích tôm lột vỏ.",24 tháng,"HCM.TS34
-59"
1102,Vita C - NPV,"Acid citric, Vitamin C",Thuốc bột trộn thức ăn,"Gói, Hộp, Xô, Bao","100, 50, 200,
500g; 1, 5, 10,
25kg","Tăng cường sức đề kháng, giảm stress trên tôm, cá",24 tháng,"HCM.TS34
-6"
1103,POVIDINE,Povidone Iodine,Dung dịch sát trùng,"Chai, Can, Xô, Phuy","20, 50, 100,
200, 250,
500ml; 1, 2, 5,
10, 20, 30, 50,
100, 200 lít","Sát trùng, diệt khuẩn, xử lý nước, dụng cụ chăn nuôi, dọn tẩy ao nuôi tôm, cá",24 tháng,"HCM.TS34
-60"
1104,BENKON,Benzalkonium Chloride,Dung dịch sát trùng,"Chai, Can, Xô, Phuy","20, 50, 100,
200, 250,
500ml; 1, 2, 5,
10, 20, 30, 50,
100, 200 lít","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi tôm. Sát trùng dụng cụ, bể ương",24 tháng,"HCM.TS34
-61"
1105,TRIFOXIM-S,"Sulfadiazine, Trimethoprim",Hỗn dịch uống,"Chai, Can, Xô, Phuy","20, 50, 100,
200, 250,
500ml; 1, 2, 5,
10, 20, 30, 50,
100, 200 lít","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm; nhiễm khuẩn do Aeromonas, Pseudomonas như đốm đỏ, hậu môn sưng đỏ, xuất huyết,... trên cá nuôi nước ngọt. Thời gian ngừng thuốc 30 ngày trước khi thu hoạch.",24 tháng,"HCM.TS34
-62"
1106,GLUCAN,Beta-glucan,Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Tăng sức đề kháng cho tôm, cá",24 tháng,"HCM.TS34
-63"
1107,LIVER-FORT,"Lysine, Methionine, Sorbitol, Vitamin C",Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị bệnh do thiếu acid amin; tăng cường chức năng gan, tăng sức đề kháng, giảm stress trên tôm, cá",24 tháng,"HCM.TS34
-64"
1108,VITAGOLD,"Vitamin A, Vitamin C, Vitamin D3, Vitamin E",Thuốc bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Phòng trị bệnh thiếu vitamin A, D, E, C; phòng chống stress cho tôm, cá khi thời tiết và môi trường thay đổi nhất là nuôi mật nuôi mật độ cao",24 tháng,"HCM.TS34
-65"
1109,Nakon-Aqua,"Organic acid (Malic acid), Potassium monopersulfate",Bột sát trùng,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg",Khử trùng ao nuôi,24 tháng,"HCM.TS34
-66"
1110,Antipol,Bronopol,Dung dịch,"Chai, Can, Xô, Phuy","20, 50, 100,
200, 250,
500ml; 1, 2, 5,
10, 20, 30, 50,
100, 200 lít","Phòng và trị cá nuôi bị nhiễm nấm thuỷ mi (Saprolegnia spp), trùng quả dưa (Ichthyophthyrius spp) đặc biệt ở giai đoạn cá hương và cá giống.",24 tháng,"HCM.TS34
-67"
1111,ERYGEN,Erythromycine,Dạng bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị xuất huyết, gan, thận mủ trên cá tra.",24 tháng,"HCM.TS34
-68"
1112,ORSUL,"Ormetoprim, Sufadimethoxine",Dạng bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị bệnh do vi khuẩn Aeromonas, Edwardsiella như đốm đỏ, xuất huyết, hậu môn sưng đỏ, tuột vảy, viêm ruột, xuất huyết nội tạng, gan thận mủ trên cá.",24 tháng,"HCM.TS34
-69"
1113,NP- ASCORBAMIN,"Acid citric, Lysine, Methionine,
Sorbitol, Vitamin C",Thuốc bột trộn thức ăn,"Gói, Hộp, Xô, Bao","100, 50, 200,
500g; 1, 5, 10,
25kg","Tăng sức đề kháng, giảm tỷ lệ hao hụt; Kích thích tôm, cá ăn nhiều, đạt năng suất cao; Phòng chống stress cho tôm, cá do thời tiết thay đổi, do vận chuyển, môi trường nước bị ô nhiễm",24 tháng,"HCM.TS34
-7"
1114,ORSUL-EC,"Ormetoprim, Sufadimethoxine, Vitamin C, Vitamin E",Dạng bột,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 2, 5,
10, 20, 25 kg","Trị bệnh do vi khuẩn Vibrio gây ra cho tôm, nhiễm khuẩn do vi khuẩn Aeromonas, Edwardsiella như đốm đỏ, xuất huyết, hậu môn sưng đỏ, gan thận mủ trên cá.",24 tháng,"HCM.TS34
-70"
1115,Fosfocin,Fosfomycin,Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Trị bệnh gan thận mủ, xuất huyết trên cá tra, basa.",24 tháng,"HCM.TS34
-71"
1116,FEN-FISH,Fenbendazole,Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Diệt các loại nội ký sinh trùng ở cá như giun tròn đường ruột, trong ống mật, giun đầu gai, sán lá, sán dây.",24 tháng,"HCM.TS34
-72"
1117,WOR-F,Ivermectin,Dung dịch,"Chai, Can","10, 20, 50,
100, 250,
500ml; 1, 2, 5,
10, 20lít","Trị nội ngoại ký sinh trùng như sán lá mang, trùng bánh xe, rận cá, giun sán bám trên cá.",24 tháng,"HCM.TS34
-73"
1118,NP-TRIXINE,"Sulfadimidine, Trimethoprim",Thuốc bột trộn thức ăn,"Gói, Hộp, Xô, Bao","10, 20, 50,
100, 200,
500g; 1, 5, 10,
25kg","Trị bệnh phát sáng do vibrio gây ra trên ấu trùng tôm; trị nhiễm khuẩn do vi khuẩn Aeromonas sp., Pseudo-monas fluorescens, Edwardsiella tarda gây ra trên cá nước ngọt. Ngừng sử dụng 4 tuần trước thu hoạch",24 tháng,"HCM.TS34
-8"
1119,PRAZITEL,Praziquantel,Thuốc bột,"Gói, Hộp, Xô, Bao","10, 50, 100,
200, 250,
500g; 1, 5, 10,
25kg","Trị ngoại ký sinh trùng: sán lá đơn chủ, rận cá. Trị nội ký sinh trùng: sán lá gan, sán dây trên cá",24 tháng,"HCM.TS34
-9"
1120,AV-DOXY 50% WSP,Doxycycline,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Điều trị bệnh đỏ thân trên tôm, cá gây bởi vi khuẩn Vibrio Alginolyticus",24 tháng,"HCM.TS71
-01"
1121,AV-PRAZI,Praziquantel,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Điều trị nội, ngoại ký sinh trùng trên cá như sán lá đơn chủ, rận cá, sán lá gan, sán dây",24 tháng,"HCM.TS71
-02"
1122,AV-DOXY 10% WSP,Doxycycline,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Điều trị bệnh đỏ thân trên tôm, cá gây bởi vi khuẩn Vibrio Alginolyticus",24 tháng,"HCM.TS71
-03"
1123,AV-SULFATRIM 48%,"Sulfadiazine , Trimethoprim",Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Trị các bệnh nhiễm khuẩn do vi khuẩn Aeromonas, Pseudomonastrên cá .
Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm.",24 tháng,"HCM.TS71
-04"
1124,AV-FLOR 50% WSP,Florfenicol,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg",Trị xuất huyết đường ruột trên cá gây bởi vi khuẩn Edwardsiella ictaluri,24 tháng,"HCM.TS71
-05"
1125,AV-FLOR 10%,Florfenicol,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg",Trị xuất huyết đường ruột trên cá gây bởi vi khuẩn Edwardsiella ictaluri,24 tháng,"HCM.TS71
-06"
1126,AV-SULTRIM 24% WSP,"Sulfamethoxazole, Trimethoprim",Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Trị các bệnh nhiễm khuẩn trên cá do các loại vi khuẩn Edwardsiella ictaluri, Aeromonas, Flexibacter, Pseudomonas, Enterobacteria, Vibrio",24 tháng,"HCM.TS71
-07"
1127,AV-FLORSOL 20%,Florfenicol,Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Trị xuất huyết đường ruột do vi khuẩn Edwardsiella Ictaluri, bệnh gan thận mủ trên cá tra, cá basa, các bệnh nhiễm khuẩn trên tôm",24 tháng,"HCM.TS71
-08"
1128,AV- OXYTETRACYC LINE 40%,Oxytetracycline,Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","trị các bệnh nhiễm khuẩn trên cá do các loại vi khuẩn Edwardsiella ictaluri, Aeromonas, Flexibacter, Pseudomonas, Enterobacteria, Vibrio cá nước ngọt.",24 tháng,"HCM.TS71
-09"
1129,AV-AMINVIT,"Arginine HCl, Lysine HCl, Vitamin A propionate oil 2.5 MUI/g, Vitamin B1 HCl, Vitamin B5, Vitamin B6 HCl, Vitamin D3 4MU/g, Vitamin E acetate oil 1000UI/g, Vitamin K3",Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Phòng trị bệnh do thiếu vitamin và acid amin trên tôm, cá",24 tháng,"HCM.TS71
-10"
1130,AV-CALPHOS,"Calciumdi- acidphosphate, Cobaltdi- acidphosphate, Copperdi- acidphosphate, Magnesiumdi- acidphosphate, Manganesedi- acidphosphate, Sodiumdi- acidphosphate, Zincdi- acidphosphate, Phospho (dạng P2O5)",Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Bổ sung khoáng chất cần thiết cho tôm cá. Kích thích tôm lột xác, lớn nhanh, chắc thịt",24 tháng,"HCM.TS71
-11"
1131,KST-B50,Bronopol,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Phòng, trị  các bệnh do nguyên sinh động vật ký sinh gây ra trên cá. Trị nấm (Saprolegnia sp., Aphanomyces sp., Achlya sp...) gây ra trên cá và trứng cá",24 tháng,"HCM.TS71
-12"
1132,AV-AMCOPAS,"Ormetoprim, Selenium (dạng Selenium hữu cơ), Sulfadimethoxin, Vitamin C, Vitamin E",Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Trị nhiễm khuẩn Pseudomonas sp., Aeomonas sp. trên cá
Trị bệnh nhiễm khuẩn Vibrio sp trên tôm.",24 tháng,"HCM.TS71
-13"
1133,AV-COTRIM,"Sulfadimidine, Trimethoprim",Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm;
Trị nhiễm khuẩn do Aeromoras, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá",24 tháng,"HCM.TS71
-14"
1134,AV- IVERMECTIN 400,Ivermectin,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Phòng, trị nội ký sinh trùng trên cá",24 tháng,"HCM.TS71
-15"
1135,AV- ERYTHROMYCI N,Erythromycin thiocyanate,Thuốc bột uống,"Gói, Bao","5, 10, 20, 50,
100, 200, 250,
500g, 1, 2, 5,
20kg","Điều trị bệnh xuất huyết, gan, thận mủ do E.ictaluri gây ra trên cá",24 tháng,"HCM.TS71
-16"
1136,AV-BACTRIM 120,"Sulfamethoxazole, Trimethoprim",Hỗn dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Trị bệnh phát sáng do vi khuẩn vibrio gây ra trên tôm. Trị các bệnh nhiễm khuẩn do vi khuẩn Aeromonas sp, Pseudomonas fluoresescens, Edwardsiella tarda gây ra trên cá nước ngọt",24 tháng,"HCM.TS71
-17"
1137,AV-FEN,Fenbendazole,Dung dịch uống,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Diệt các loại ký sinh trùng như giun tròn, giun đầu gai, sán lá, sán dây trên cá",24 tháng,"HCM.TS71
-18"
1138,AV-OXYTETRA,Oxytetracycline HCl,Dung dịch dùng ngoài,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Trị bệnh Edward, bệnh nấm do liên cầu khuẩn, bệnh vibrio, bệnh loét da, bệnh đốm đỏ, bệnh rung giật, bệnh nhiễm khuẩn trên tôm, cá",24 tháng,"HCM.TS71
-19"
1139,IODINE 300,Povidone Iodine,Dung dịch dùng ngoài,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Diệt các mầm bệnh, vi khuẩn, virus, nấm, nguyên sinh động vật. Sát trùng dụng cụ, ao nuôi tôm, cá",24 tháng,"HCM.TS71
-20"
1140,IODINE 100,Povidone Iodine,Dung dịch dùng ngoài,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Diệt các mầm bệnh, vi khuẩn, virus, nấm, nguyên sinh động vật. Sát trùng dụng cụ, ao nuôi tôm, cá",24 tháng,"HCM.TS71
-21"
1141,IODINE 200,Povidone Iodine,Dung dịch dùng ngoài,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Diệt các mầm bệnh, vi khuẩn, virus, nấm, nguyên sinh động vật. Sát trùng dụng cụ, ao nuôi tôm, cá",24 tháng,"HCM.TS71
-22"
1142,BKC 80,Benzalkonium chloride,Dung dịch dùng ngoài,"Chai, Lọ, Can","50, 100, 250,
500ml, 1, 2, 5,
10, 20, 25 lít","Diệt các mầm bệnh, vi khuẩn, virus, nấm, nguyên sinh động vật. Sát trùng dụng cụ, ao nuôi tôm, cá",24 tháng,"HCM.TS71
-23"
1143,Amino Vital,"Vitamin E, Vitamin A, Vitamin B1, Vitamin B5, Vitamin C, Vitamin D3",Dung dịch uống,"Chai, Lọ, Can","100, 250,
500m1; 1, 5,
10, 25 L","Bổ sung Vitamin cần thiết nâng cao sức đề
kháng; Tăng khả năng chịu đựng stress;
Nâng
cao khả năng chuyển hoá thức ăn",24 tháng,"HCM.TS30
-1"
1144,Oxytetracyclin,Oxytetracyclin,Dung dịch uống,"Chai, Lọ, Can","100, 250,
500m1; 1, 5,
10, 25 L",Điều trị bệnh sữa trên tôm hùm .,24 tháng,"HCM.TS30
-2"
1145,Doxycyclin,Doxycyclin,Thuốc bột uống,"Gói, Bao","100, 250,
5009; 1 ,5,
20kg",Điều trị bệnh đỏ thân trên tôm hùm .,24 tháng,"HCM.TS30
-3"
1146,Flonicol-SV,Florfenicol,Thuốc bột uống,"Gói, Bao","100, 250,
5009; 1 ,5,
20kg","Điều trị nhiễm trùng huyết đường ruột do vi
khuNn Edwardsiella ictaluri gây ra trên cá Tra ,Basa",24 tháng,"HCM.TS30
-4"
1147,Bastraca,"Sulfadimidin, Trimethoprim",Thuốc bột uống,"Gói, Bao","100, 250,
500m1; 1, 2, 5 L","Điều trị các bệnh nhiễm trùng do Aeromonas
Sp, Pseudomonas fluorescen,
Edwardsiella
tarda gây ra trên cá Basa với các biểu hiện đốm
đỏ trên thân, mắt và hậu môn sưng đỏ, các vây
bị rách, xuất huyết, hoại tử",24 tháng,"HCM.TS30
-5"
