letter,key,content,,
V,Vaccine,"
     A preparation of microbial antigens that provokes an immune response (i.e.
    the production of antibodies) on injection, thus conferring immunity on the
    recipient. There are three types of vaccines:


      1. Those containing material from a nonvirulent organism that retains
        its immunogenicity but does not result in infection.

      2. Those containing a modified toxin (a toxoid) that has lost its
        toxic properties but retain its immunogenicity.

      3. Those containing live, attenuated organisms (i.e. genetic variants
        of a virus or bacterium) that are antigenically similar to the original
        strain but lack virulence.

      Recombinant DNA research has allowed the production of new and more
        specific vaccines. For example, the gene for the B antigen of hepatitis
        virus has been cloned in E. coli, the protein expressed and a specific
        anti-B antiserum produced which can be used as a vaccine.

      ",,
V,Vaccine,"
       A preparation of killed microorganisms, living attenuated organisms, or
      living fully virulent organisms that is administered to produce or
      artificially increase immunity to a particular disease.
       ",,
V,Vacuum Degasification,"
       The process of removing dissolved and entrained gases from the Reverse
      Osmosis (RO) product water by creating a vacuum in a tower through which
      this water flows. The degasifier may be located before the RO system but
      the majority of the time will be located after. The most prevalent gas
      present is Carbon Dioxide (CO2), which may have been generated during pH
      adjustment of the RO feed water. The anion exchange resin can remove CO2
      but using the vacuum degasifier can reduce that load. The other gas of
      concern is Oxygen, which can also be removed by a vacuum degasifier.
       ",,
V,Validation,"
       A documented program that provides a high degree of assurance that a
  specific process, method, or system will consistently produce a result
      meeting pre-determined acceptance criteria.
       ",,
V,Validation Master Plan,"
       The documented plan for qualification of a facility or part of a facility
      that identifies the layout of the operation, the associated utilities and
      systems, the equipment, and the processes to be validated. The validation
      master plan also provides preliminary information as to the extent of the
      qualification and validation (IQ, OQ, PQ), required documentation, SOPs,
      acceptance criteria and responsibilities. Validation Master Plans should
      also establish the cross reference of qualification projects by product,
      system, discipline, etc.
       ",,
V,Validation Protocol,"
       A written plan describing the process to be validated, including
      production equipment and how validation will be conducted. Such a plan
      would address objective test parameters, product and process
      characteristics, predetermined specifications, and factors, which will
      determine acceptable results.
       ",,
V,Validation Protocol (from ICH API),"
       A written plan stating how validation will be conducted and defining
      acceptance criteria. For example, the protocol for a manufacturing process
      identifies processing equipment, critical process parameters/operating
      ranges, product characteristics, sampling, and test data to be collected,
      number of validation runs, and acceptable test results.
       ",,
V,Vapor Pressure,"
       Dalton's Law for a mixture of perfect gases states that the mixture
      pressure is equal to the sum of the partial pressures of the constituents.
      The partial pressure of moisture is called vapor pressure, and is
      expressed as: Total Pressure (Pt) = Partial Pressure of Air (Pa) + Partial
      Pressure of Moisture (Pv)
       ",,
V,Vascular Targeting Agents (VTAs),"
       Multifunctional agents that are home to the capillaries and vessels of
      solid tumors.
       ",,
V,Vector,"
       An agent, such as an insect, that can carry a disease-producing organism
      from one host to another; the agent used to carry new genes into cells.
      Plasmids currently are the vectors of choice, though viruses and other
      bacteria may sometimes be used. These molecules become part of the cell
      protoplasm.
       ",,
V,VEAs (Vasopermeation Enhancement Agents),"
       A new generation of drugs that increase the uptake of therapeutic agents
      to solid tumors. 
 Vegetative Form In bacteria, a stage of active growth, as opposed to
        a resting state or spore formation.
        ",,
V,"
      ",,,
V,Vehicle,"
       Any solvent or carrier fluid in a pharmaceutical product that has no
      pharmacological role. For example, water is the vehicle for xilocaine and
      propylene glycol is the vehicle for many antibiotics.
       ",,
V,Verification,"
       The act of reviewing, inspecting, testing, checking, auditing, or
      otherwise establishing and documenting whether items, processes, services,
      or documents conform to specified requirements. (also see: IQ
      (Installation Qualification))
       ",,
V,Veterinary,"
       Referring to pharmaceuticals or biologicals intended for animal use.
      Historically veterinary products were made by less than ""Good
      Manufacturing Products"". Today, however, the GMP's refer to both
      human and veterinary products.
       ",,
V,Viable Living,"
       Viable Organism Capable of living and reproducing. Thus, nothing is
      sterile as long as it contains even a single viable organism.
       ",,
V,Vial,"
       A final container for a parenteral or diagnostic product. Sealed with a
      rubber closure and over-seal. Generally required to be class I
      borosilicate glass.
       ",,
