 Name , Year ,SMILES,MW,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,TPSA,XLOGP3
 OLAPARIB ,2014,O=C(C1CC1)N(CC1)CCN1C(c(cc(CC(c1c2cccc1)=NNC2=O)cc1)c1F)=O,386.55,0.59,7,4,1,71.62,3.49
 OLODATEROL ,2014,CC(C)(Cc(cc1)ccc1OC)NCC(c1cc(O)cc(N2)c1OCC2=O)O,336.4,0.29,5,4,0,52.6,1.47
 OMBITASVIR ,2014,CC(C)[C@@H](C(N(CCC1)[C@@H]1C(Nc1ccc([C@H](CC[C@H]2c(cc3)ccc3NC([C@H](CCC3)N3C([C@H](C(C)C)NC(OC)=O)=O)=O)N2c2ccc(C(C)(C)C)cc2)cc1)=O)=O)NC(OC)=O,345.42,0.29,5,5,1,96.31,2.23
 ORITAVANCIN ,2014,CC(C)C[C@H](C(N[C@H]([C@@H](c(cc1)cc(Cl)c1Oc(cc([C@H](C(N[C@H](c(cc1)cc(-c(c([C@@H](C([O-])=O)NC([C@H]([C@@H](c(cc2)c3)O[C@@H](C[C@]4(C)N)O[C@@H](C)[C@@H]4O)N4)=O)cc(O)c5)c5O)c1O)C4=O)=O)NC([C@H](CC(N)=O)N1)=O)cc4Oc2c3Cl)c4O[C@@H]([C@@H]([C@H]2O)O[C@@H](C[C@]3(C)NCc(cc4)ccc4-c(cc4)ccc4Cl)O[C@@H](C)[C@@H]3O)O[C@H](CO)[C@H]2O)O)C1=O)=O)NC,1792.09,0.42,20,29,19,563.81,1.46
 PARITAPREVIR ,2014,Cc(nc1)cnc1C(N[C@H](CCCCC/C=C\[C@@H](C1)[C@@]1(C(NS(C1CC1)(=O)=O)=O)NC([C@@H](C1)N2C[C@H]1Oc1nc3ccccc3c3ccccc13)=O)C2=O)=O,765.88,0.42,9,10,3,198.03,4.65
 PERAMIVIR ,2014,CCC(CC)[C@H]([C@H]([C@H](C[C@H]1C([O-])=O)NC(N)=[NH2+])[C@H]1O)NC(C)=O,328.41,0.8,9,4,5,153.1,0.4
 PIRFENIDONE ,2014,CC(C=C1)=CN(c2ccccc2)C1=O,185.22,0.08,1,1,0,22,1.86
 SUVOREXANT ,2014,CC(CCN(CC1)c2nc(cc(cc3)Cl)c3o2)N1C(c(cc(C)cc1)c1-n1nccn1)=O,450.92,0.3,4,5,0,80.29,4.91
 TASIMELTEON ,2014,CCC(NC[C@@H](C1)[C@H]1c1c(CCO2)c2ccc1)=O,245.32,0.53,5,2,1,38.33,2.15
 TAVABOROLE ,2014,OB1OCc2c1ccc(F)c2,151.93,0.14,0,3,1,29.46,1.04
 TEDIZOLID PHOSPHATE ,2014,Cn1nnc(-c(cc2)ncc2-c(ccc(N(CC(COP([O-])([O-])=O)O2)C2=O)c2)c2F)n1,448.3,0.24,6,11,0,168.26,0.3
 TESTOSTERONE UNDECANOATE ,2014,CCCCCCCCCCC(O[C@H](CC1)[C@](C)(CC2)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)=O,456.7,0.87,11,3,0,43.37,8.51
 VASOPRESSIN ,2014,N[C@@H](CSSC[C@@H](C(N(CCC1)[C@@H]1C(N[C@@H](CCCN=C(N)N)C(NCC(N)=O)=O)=O)=O)NC([C@H](CC(N)=O)NC([C@H](CCC(N)=O)NC([C@H](Cc1ccccc1)NC([C@H](Cc(cc1)ccc1O)N1)=O)=O)=O)=O)C1=O,1084.23,0.48,22,14,14,514.53,-4.82
 VORAPAXAR ,2014,CCOC(N[C@@H](CC1)C[C@H](C[C@@H]([C@@H]2[C@H](C)O3)C3=O)[C@H]1[C@H]2/C=C/c(cc1)ncc1-c1cccc(F)c1)=O,492.58,0.48,7,6,1,77.52,5.27
 ALECTINIB ,2015,CCc1cc(C(c2c(C3(C)C)[nH]c4c2ccc(C#N)c4)=O)c3cc1N(CC1)CCC1N1CCOCC1,482.62,0.47,3,4,1,72.36,5.25
 ARIPIPRAZOLE LAUROXIL ,2015,CCCCCCCCCCCC(OCN(C(CC1)=O)c2c1ccc(OCCCCN(CC1)CCN1c1cccc(Cl)c1Cl)c2)=O,660.71,0.61,20,5,0,62.32,9.97
 AVIBACTAM ,2015,NC([C@H](CC[C@H](C1)N2OS(O)(=O)=O)N1C2=O)=O,265.24,0.71,3,6,2,138.62,-1.83
 BREXPIPRAZOLE ,2015,O=C1Nc(cc(cc2)OCCCCN(CC3)CCN3c3cccc4c3ccs4)c2C=C1,433.57,0.32,7,3,1,76.81,4.67
 CANGRELOR ,2015,CSCCNc1c2ncn([C@H]([C@H]3O)O[C@@H](CO[P@@]([O-])(O[P@@](C(P([O-])([O-])=O)(Cl)Cl)([O-])=O)=O)[C@@H]3O)c2nc(SCCC(F)(F)F)n1,772.33,0.71,16,18,3,347.26,-1
 CARIPRAZINE ,2015,CN(C)C(N[C@H]1CC[C@H](CCN(CC2)CCN2c2cccc(Cl)c2Cl)CC1)=O,427.41,0.67,7,2,1,38.82,4.32
 CHOLIC ACID ,2015,C[C@H](CCC([O-])=O)[C@@H](CC[C@H]1[C@@H]([C@H](C2)[C@@](C)(CC[C@H](C3)O)[C@H]3C3)[C@@H]3O)[C@@]1(C)[C@H]2O,384.64,0.78,6,1,1,20.23,1.79
 COBIMETINIB ,2015,OC(C1)(CN1C(c(c(Nc(ccc(I)c1)c1F)c1F)ccc1F)=O)C1NCCCC1,776.02,0.47,24,8,3,194.5,5.71
 DACLATASVIR ,2015,CC(C)[C@@H](C(N(CCC1)[C@@H]1c1ncc(-c(cc2)ccc2-c(cc2)ccc2-c2cnc([C@H](CCC3)N3C([C@H](C(C)C)NC(OC)=O)=O)[nH]2)[nH]1)=O)NC(OC)=O,738.87,0.45,17,8,4,174.64,5.09
 DEOXYCHOLIC ACID ,2015,C[C@H](CCC([O-])=O)[C@@H](CC[C@H]1[C@H](CC2)[C@H](C3)[C@@](C)(CC4)[C@H]2C[C@@H]4O)[C@@]1(C)[C@H]3O,391.56,0.96,4,4,2,80.59,3.5
 EDOXABAN ,2015,CN(C)C([C@H](CC[C@H]1NC(C(Nc(cc2)ncc2Cl)=O)=O)C[C@@H]1NC(c1nc(CCN(C)C2)c2s1)=O)=O,548.06,0.5,10,7,3,164.87,1.42
 ELUXADOLINE ,2015,C[C@@H](c1ncc(-c2ccccc2)[nH]1)N(Cc(cc1)cc(C([O-])=O)c1OC)C([C@H](Cc(c(C)c1)c(C)cc1C(N)=O)N)=O,568.64,0.25,12,7,3,167.46,0.85
 FLIBANSERIN ,2015,O=C1N(CCN(CC2)CCN2c2cccc(C(F)(F)F)c2)c(cccc2)c2N1,390.4,0.35,5,5,1,44.27,3.26
 ISAVUCONAZONIUM ,2015,C[C@@H]([C@@](Cn1nc[n+]([C@@H](C)OC(N(C)c2ncccc2COC(CNC)=O)=O)c1)(c(cc(cc1)F)c1F)O)c1nc(-c(cc2)ccc2C#N)cs1,717.76,0.29,16,12,2,187.61,4.11
 IVABRADINE ,2015,CN(CCCN(CCc(cc1OC)c(C2)cc1OC)C2=O)CC(C1)c(cc2OC)c1cc2OC,468.59,0.52,10,6,0,60.47,2.4
 IXAZOMIB CITRATE ,2015,CC(C)CC(B(OC1(CC([O-])=O)CC([O-])=O)OC1=O)NC(CNC(c(cc(cc1)Cl)c1Cl)=O)=O,515.11,0.45,13,9,2,173.99,2.26
 LENVATINIB ,2015,COc(cc(c1c2)nccc1Oc(cc1)cc(Cl)c1NC(NC1CC1)=O)c2C(N)=O,426.85,0.19,8,5,3,115.57,2.75
 LESINURAD ,2015,[O-]C(CSc(n1-c2ccc(C3CC3)c3ccccc23)nnc1Br)=O,403.27,0.24,5,4,0,96.14,4.71
 LUMACAFTOR ,2015,Cc(cc1)c(-c2cc(C([O-])=O)ccc2)nc1NC(C1(CC1)c(cc1)cc(O2)c1OC2(F)F)=O,451.4,0.21,6,8,1,100.58,4.44
 OSIMERTINIB ,2015,CN(C)CCN(C)c(cc(c(Nc1nc(-c2cn(C)c3c2cccc3)ccn1)c1)OC)c1NC(C=C)=O,499.61,0.25,11,5,2,87.55,3.72
 PALBOCICLIB ,2015,CC(C1=C(C)c2cnc(Nc(cc3)ncc3N3CCNCC3)nc2N(C2CCCC2)C1=O)=O,447.53,0.46,5,6,2,105.04,1.81
 PANOBINOSTAT ,2015,Cc1c(CCNCc2ccc(/C=C/C(NO)=O)cc2)c(cccc2)c2[nH]1,349.43,0.19,8,3,4,77.15,2.99
 ROLAPITANT ,2015,C[C@H](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)OC[C@](CC1)(c2ccccc2)NC[C@]1(CC1)NC1=O,500.48,0.48,7,9,2,50.36,4.42
 SACUBITRIL ,2015,CCOC([C@H](C)C[C@@H](Cc(cc1)ccc1-c1ccccc1)NC(CCC([O-])=O)=O)=O,410.48,0.38,13,5,1,95.53,3.74
 SELEXIPAG ,2015,CC(C)N(CCCCOCC(NS(C)(=O)=O)=O)c1nc(-c2ccccc2)c(-c2ccccc2)nc1,496.62,0.35,13,6,1,109.87,3.84
 SONIDEGIB ,2015,C[C@H](C1)O[C@@H](C)CN1c(cc1)ncc1NC(c1cccc(-c(cc2)ccc2OC(F)(F)F)c1C)=O,485.5,0.31,7,7,1,63.69,5.81
 SUGAMMADEX ,2015,[O-]C(CCSC[C@@H]([C@@H]([C@H]([C@@H]1O)O)O[C@@H]([C@H]([C@@H]2O)O)O[C@@H](CSCCC([O-])=O)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)O[C@@H](CSCCC([O-])=O)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)O[C@@H](CSCCC([O-])=O)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)O[C@@H](CSCCC([O-])=O)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)O[C@@H](CSCCC([O-])=O)[C@@H]2O[C@@H]([C@H]([C@@H]2O)O)O[C@@H](CSCCC([O-])=O)[C@@H]2O[C@@H]([C@H]2O)O[C@H]3CSCCC([O-])=O)O[C@H]1O[C@@H]3[C@H]2O)=O,2002.2,###,###,###,###,###,###
 TENOFOVIR ALAFENAMIDE ,2015,CC(C)OC([C@@H](C)N[P@@](CO[C@@H](C)Cn1c2ncnc(N)c2nc1)(Oc1ccccc1)=O)=O,476.47,0.43,12,9,2,153.29,1.92
 TIPIRACIL ,2015,N=C1N(CC(NC(NC2=O)=O)=C2Cl)CCC1,242.66,0.44,2,3,3,92.81,-0.68
 TRABECTEDIN ,2015,CC(Oc1c([C@@H]([C@H]([C@H](c2c3O)N(C)[C@@H]4Cc2cc(C)c3OC)N([C@@H]2COC3=O)[C@@H]4O)SC[C@@]33NCCc(cc4O)c3cc4OC)c2c2OCOc2c1C)=O,761.84,0.49,4,14,4,194.02,3.38
 URIDINE TRIACETATE ,2015,CC(OC[C@@H]([C@@H]([C@@H]1OC(C)=O)OC(C)=O)O[C@@H]1N(C=CC(N1)=O)C1=O)=O,370.31,0.53,8,9,1,142.99,-0.48
 BRIVARACETAM ,2016,CCC[C@@H](C1)CN([C@H](CC)C(N)=O)C1=O,212.29,0.82,5,2,1,63.4,1
 CRISABOROLE ,2016,N#Cc(cc1)ccc1Oc1cc(COB2O)c2cc1,251.05,0.07,2,4,1,62.48,2.18
 ELBASVIR ,2016,CC(C)[C@@H](C(N(CCC1)[C@@H]1c1nc(-c(cc2)cc3c2n([C@H](c2ccccc2)Oc2c-4ccc(-c5c[nH]c([C@H](CCC6)N6C([C@H](C(C)C)NC(OC)=O)=O)n5)c2)c4c3)c[nH]1)=O)NC(OC)=O,882.02,0.39,17,9,4,188.8,6.67
 EPHEDRINE ,2016,C[C@@H]([C@@H](c1ccccc1)O)NC,165.23,0.4,3,2,2,32.26,0.93
 GRAZOPREVIR ,2016,CC(C)(C)[C@H](C(N(C[C@H](C1)Oc2nc3cc(OC)ccc3nc2CCCCC[C@@H](C2)[C@H]2O2)[C@H]1C(N[C@@](C1)([C@H]1C=C)C(NS(C1CC1)(=O)=O)=O)=O)=O)NC2=O,766.9,0.63,10,11,3,203.6,4.75
 LIFITEGRAST ,2016,CS(c1cccc(CC(C([O-])=O)NC(c(c(Cl)cc(C2)c3CCN2C(c2cc(occ4)c4cc2)=O)c3Cl)=O)c1)(=O)=O,234.34,0.5,6,2,1,32.34,2.26
 METHYLENE BLUE ,2016,CN(C)c1cc2[s+]c3cc(N(C)C)ccc3nc2cc1,284.4,0.25,2,1,0,47.61,2.79
 OBETICHOLIC ACID ,2016,CC[C@@H]([C@@H](C[C@H](CC1)O)[C@]1(C)[C@H](CC1)[C@H]2[C@@H](CC3)[C@]1(C)[C@@H]3[C@@H](C)CCC([O-])=O)[C@@H]2O,290.4,0.5,10,3,0,35.53,5.3
 PIMAVANSERIN ,2016,CC(C)COc1ccc(CNC(N(Cc(cc2)ccc2F)C2CCN(C)CC2)=O)cc1,427.55,0.48,10,4,1,44.81,4.53
 PRASTERONE ,2016,C[C@@](CC1)([C@H](CC2)[C@@H]3[C@@H]1[C@](C)(CC[C@H](C1)O)C1=CC3)C2=O,288.42,0.84,0,2,1,37.3,3.23
 RUCAPARIB ,2016,CNCc(cc1)ccc1-c([nH]c1cc(F)c2)c(CCN3)c1c2C3=O,323.36,0.21,3,3,3,56.92,2.49
 VELPATASVIR ,2016,CC(C)[C@@H](C(N([C@@H](C)CC1)[C@@H]1c1nc2ccc(cc(-c(cc3)c(CO4)cc3-c3cnc([C@H](C[C@H](COC)C5)N5C([C@@H](c5ccccc5)NC(OC)=O)=O)[nH]3)c4c3)c3c2[nH]1)=O)NC(OC)=O,883,0.39,17,10,4,193.1,6.16
 VENETOCLAX ,2016,CC1(C)CC(c(cc2)ccc2Cl)=C(CN(CC2)CCN2c(cc2)cc(Oc3cnc4[nH]ccc4c3)c2C(NS(c(cc2)cc([N+]([O-])=O)c2NCC2CCOCC2)(=O)=O)=O)CC1,868.44,0.38,14,9,3,183.09,8.18
 ABEMACICLIB ,2017,CCN1CCN(Cc(cc2)cnc2Nc(nc2)nc(-c3cc(F)c4nc(C)n(C(C)C)c4c3)c2F)CC1,506.59,0.41,7,8,1,75,3.84
 ACALABRUTINIB ,2017,CC#CC(N(CCC1)C1c1nc(-c(cc2)ccc2C(Nc2ncccc2)=O)c2n1ccnc2N)=O,465.51,0.19,6,5,2,118.51,3.04
 ANGIOTENSIN II ,2017,CC[C@H](C)[C@@H](C(N[C@@H](Cc1cnc[nH]1)C(N(CCC1)[C@@H]1C(N[C@@H](Cc1ccccc1)C([O-])=O)=O)=O)=O)NC([C@H](Cc(cc1)ccc1O)NC([C@H](C(C)C)NC([C@H](CCCNC(N)=[NH2+])NC([C@H](CC([O-])=O)N)=O)=O)=O)=O,1045.17,0.5,37,14,12,413.74,-1.28
 BENZNIDAZOLE ,2017,[O-][N+](c1nccn1CC(NCc1ccccc1)=O)=O,260.25,0.17,6,4,1,92.74,0.91
 BETRIXABAN ,2017,CN(C)C(c(cc1)ccc1C(Nc(ccc(OC)c1)c1C(Nc(cc1)ncc1Cl)=O)=O)=N,451.91,0.13,9,5,3,107.41,3.56
 BRIGATINIB ,2017,CN(CC1)CCN1C(CC1)CCN1c(cc1)cc(OC)c1Nc(nc1)nc(Nc(cccc2)c2P(C)(C)=O)c1Cl,584.09,0.45,8,6,2,95.67,4.65
 COCAINE ,2017,CN([C@H](CC1)C[C@H]2OC(c3ccccc3)=O)[C@@H]1[C@@H]2C(OC)=O,531.31,0.38,5,6,3,64.6,3.88
 COPANLISIB ,2017,COc(c(OCCCN1CCOCC1)ccc12)c1N=C(NC(c1cnc(N)nc1)=O)N1C2=NCC1,480.52,0.43,9,9,2,142.01,-0.28
 DAUNORUBICINOL ,2017,C[C@H]([C@](C[C@H]1O[C@H](C[C@H]2N)O[C@H](C)[C@@H]2O)(Cc(c(O)c2C(c3cccc(OC)c33)=O)c1c(O)c2C3=O)O)O,529.54,0.48,4,11,6,189,1.43
 DEFLAZACORT ,2017,C[C@@]1(C[C@@H]2O)[C@]3(C(COC(C)=O)=O)N=C(C)O[C@@H]3C[C@H]1[C@H](CC1)[C@H]2[C@@](C)(C=C2)C1=CC2=O,441.52,0.68,4,7,1,102.26,1.97
 DELAFLOXACIN ,2017,Nc(nc(c(F)c1)N(C=C(C([O-])=O)C(c2cc(F)c3N(C4)CC4O)=O)c2c3Cl)c1F,439.75,0.17,3,8,2,124.51,2.67
 EDARAVONE ,2017,CC(CC1=O)=NN1c1ccccc1,174.2,0.2,1,2,0,32.67,1.27
 ENASIDENIB ,2017,CC(C)(CNc1nc(-c2nc(C(F)(F)F)ccc2)nc(Nc2cc(C(F)(F)F)ncc2)n1)O,473.37,0.32,8,12,3,108.74,3.5
 ERTUGLIFLOZIN ,2017,CCOc1ccc(Cc(cc([C@@]([C@H]([C@@H]2O)O)(OC3)O[C@@]3(CO)[C@@H]2O)cc2)c2Cl)cc1,436.88,0.45,6,7,4,108.61,1.71
 ETELCALCETIDE ,2017,C[C@@H](C(N[C@@H](CCCNC(N)=[NH2+])C(N)=O)=O)NC([C@H](CCCNC(N)=[NH2+])NC([C@H](CCCNC(N)=[NH2+])NC([C@H](CCCNC(N)=[NH2+])NC([C@H](C)NC([C@H](CSSC[C@H](C([O-])=O)N)NC(C)=O)=O)=O)=O)=O)=O,1051.27,0.66,47,11,21,618.1,-9.19
 GLECAPREVIR ,2017,CC(C)(C)[C@H](C(N(C[C@H](C1)Oc2nc3ccccc3nc2C(/C=C/CO[C@@H](CCC2)[C@H]2O2)(F)F)[C@H]1C(N[C@@](C1)([C@H]1C(F)F)C(NS(C1(C)CC1)(=O)=O)=O)=O)=O)NC2=O,838.87,0.63,9,15,3,203.6,4.55
 LATANOPROSTENE BUNOD ,2017,[O-][N+](OCCCCOC(CCC/C=C\C[C@H]([C@@H](CC[C@H](CCc1ccccc1)O)[C@@H](C1)O)[C@H]1O)=O)=O,507.62,0.67,19,8,3,142.04,4.44
 LETERMOVIR ,2017,COc1cccc(N(CC2)CCN2C(N(C(CC([O-])=O)c2ccc3)c(cc(C(F)(F)F)cc4)c4OC)=Nc2c3F)c1,571.54,0.31,8,9,0,80.67,4.55
 MACIMORELIN ,2017,CC(C)(C(N[C@@H](Cc1c[nH]c2c1cccc2)C(N[C@@H](Cc1c[nH]c2c1cccc2)NC=O)=O)=O)N,474.55,0.27,12,4,6,144.9,1.81
 MIDOSTAURIN ,2017,C[C@@]1([C@@H]([C@@H](C2)N(C)C(c3ccccc3)=O)OC)O[C@H]2n2c3c4n1c(cccc1)c1c4c(CNC1=O)c1c3c1c2cccc1,570.64,0.26,4,4,1,77.73,4.82
 NALDEMEDINE ,2017,CC(C)(c1nc(-c2ccccc2)no1)NC(C(C[C@]([C@H](Cc1ccc2O)N(CC3CC3)CC3)([C@]33c1c2O[C@H]31)O)=C1O)=O,570.64,0.47,7,9,4,141.18,3.22
 NERATINIB ,2017,CCOc(cc(c1c2)ncc(C#N)c1Nc(cc1)cc(Cl)c1OCc1ncccc1)c2NC(/C=C/CN(C)C)=O,557.04,0.2,12,7,2,112.4,4.87
 NETARSUDIL ,2017,Cc(cc1)cc(C)c1C(OCc1ccc(C(CN)C(Nc2cc3ccncc3cc2)=O)cc1)=O,453.53,0.18,9,5,2,94.31,4.59
 NIRAPARIB ,2017,NC(c1cccc2cn(-c3ccc(C4CNCCC4)cc3)nc12)=O,320.39,0.26,3,3,2,72.94,2.22
 OZENOXACIN ,2017,Cc1cc(-c(cc2)c(C)c(N(C3CC3)C=C3C([O-])=O)c2C3=O)cnc1NC,362.4,0.29,4,4,1,87.05,4.14
 PIBRENTASVIR ,2017,C[C@@H]([C@H](C(N(CCC1)[C@H]1c([nH]c1c2)nc1cc([C@H](CC[C@H]1c(cc3nc([C@@H](CCC4)N4C([C@@H]([C@H](C)OC)NC(OC)=O)=O)[nH]c3c3)c3F)N1c(cc1F)cc(F)c1N(CC1)CCC1c(cc1)ccc1F)c2F)=O)NC(OC)=O)OC,1113.18,0.47,21,15,4,199.58,7.43
 PLECANATIDE ,2017,CC(C)C[C@@H](C([O-])=O)NC([C@@H](CSSC[C@@H](C(N[C@@H](C(C)C)C(N[C@@H](CC(N)=O)C(N[C@@H](C(C)C)C(N[C@@H](C)C(N[C@@H](CSSC[C@H](C(N[C@@H](CCC([O-])=O)C(N[C@@H]1CC(C)C)=O)=O)NC([C@H](CCC([O-])=O)NC([C@H](CC([O-])=O)NC([C@H](CC(N)=O)N)=O)=O)=O)C(N[C@@H]([C@@H](C)O)C(NC2)=O)=O)=O)=O)=O)=O)=O)NC1=O)NC2=O)=O,1677.85,0.68,32,27,19,830.65,-8.18
 RIBOCICLIB ,2017,CN(C)C(c(n1C2CCCC2)cc2c1nc(Nc(cc1)ncc1N1CCNCC1)nc2)=O,434.54,0.48,6,5,2,91.21,2.19
 SAFINAMIDE ,2017,CC(C(N)=O)NCc(cc1)ccc1OCc1cccc(F)c1,302.34,0.24,7,4,2,64.35,2.2
 SECNIDAZOLE ,2017,CC(Cn1c([N+]([O-])=O)cnc1C)O,185.18,0.57,3,4,1,83.87,0.22
 TELOTRISTAT ETHYL ,2017,CCOC([C@H](Cc(cc1)ccc1-c1cc(O[C@@H](C(F)(F)F)c(ccc(Cl)c2)c2-n2nc(C)cc2)nc(N)n1)N)=O,574.98,0.26,11,10,2,131.17,5.1
 VABORBACTAM ,2017,[O-]C(C[C@@H](CC[C@H]1NC(Cc2cccs2)=O)OB1O)=O,296.13,0.5,6,5,2,126.93,0.45
 VALBENAZINE ,2017,CC(C)C[C@@H](CN(CC1)[C@@H](C2)c(cc3OC)c1cc3OC)[C@H]2OC([C@@H](C(C)C)N)=O,418.57,0.71,8,6,1,74.02,4.26
 VOXILAPREVIR ,2017,CC[C@@H]([C@@H](C1)Oc2nc3cc(OC)ccc3nc2C(CCCC[C@@H](C2)[C@H]2OC(N[C@@H]2C(C)(C)C)=O)(F)F)[C@H](C(N[C@@](C3)([C@H]3C(F)F)C(NS(C3(C)CC3)(=O)=O)=O)=O)N1C2=O,868.93,0.7,11,15,3,203.6,5.93
 AMIFAMPRIDINE ,2018,Nc(ccnc1)c1N,109.13,0,0,1,2,64.93,-0.51
 APALUTAMIDE ,2018,CNC(c(ccc(N(C1(CCC1)C(N1c(cc2C(F)(F)F)cnc2C#N)=O)C1=S)c1)c1F)=O,477.43,0.29,5,8,1,121.42,2.98
 AVATROMBOPAG ,2018,[O-]C(C(CC1)CCN1c(ncc(C(Nc1nc(-c2cc(Cl)cs2)c(N(CC2)CCN2C2CCCCC2)s1)=O)c1)c1Cl)=O,648.65,0.52,8,6,1,161.21,3.96
 BALOXAVIR ,2018,OC(C(C=C1)=O)=C(C(N2[C@H]3COCC2)=O)N1N3[C@@H](c1ccc2F)c(cccc3)c3SCc1c2F,483.49,0.25,1,6,1,100.31,3.62
 BALOXAVIR MARBOXIL ,2018,COC(OCOC(C(C=C1)=O)=C(C(N2[C@H]3COCC2)=O)N1N3[C@@H](c1ccc2F)c(cccc3)c3SCc1c2F)=O,571.55,0.3,6,9,0,124.84,3.79
 BARICITINIB ,2018,CCS(N(C1)CC1(CC#N)n1ncc(-c2ncnc3c2cc[nH]3)c1)(=O)=O,371.42,0.38,5,7,1,128.94,-0.46
 BENZHYDROCODONE ,2018,CN(CC1)[C@H](Cc2ccc3OC)[C@H]4[C@@]11c2c3O[C@H]1C(OC(c1ccccc1)=O)=CC4,403.47,0.4,4,5,0,48,4.08
 BICTEGRAVIR ,2018,OC1=C(C(N2[C@H](C3)O[C@@H]4C[C@H]2CC4)=O)N3C=C(C(NCc(c(F)cc(F)c2)c2F)=O)C1=O,449.38,0.38,4,8,2,100.87,2.73
 BINIMETINIB ,2018,Cn1c(cc(C(NOCCO)=O)c(Nc(ccc(Br)c2)c2F)c2F)c2nc1,441.23,0.18,7,6,3,88.41,3.06
 CANNABIDIOL ,2018,CCCCCc1cc(O)c([C@@H]2C=C(C)CC[C@H]2C(C)=C)c(O)c1,314.46,0.52,6,2,2,40.46,6.52
 DACOMITINIB ,2018,COc(cc(c1c2)ncnc1Nc(cc1)cc(Cl)c1F)c2NC(/C=C/CN1CCCCC1)=O,469.94,0.29,8,6,2,79.38,4.43
 DORAVIRINE ,2018,CN(C(CN(C=CC(C(F)(F)F)=C1Oc2cc(C#N)cc(Cl)c2)C1=O)=NN1)C1=O,425.75,0.18,5,8,1,105.7,2.09
 DUVELISIB ,2018,CC(C(N1c2ccccc2)=Cc2cccc(Cl)c2C1=O)Nc1ncnc2c1[nH]cn2,416.86,0.09,4,4,2,88.49,4.1
 DYCLONINE ,2018,CCCCOc(cc1)ccc1C(CCN1CCCCC1)=O,289.41,0.61,8,3,0,29.54,4.41
 ELAGOLIX ,2018,CC(N(Cc(c(C(F)(F)F)ccc1)c1F)C(N1CC(c2ccccc2)NCCCC([O-])=O)=O)=C(c2cccc(OC)c2F)C1=O,630.58,0.28,13,11,1,105.39,2.63
 ENCORAFENIB ,2018,CC(C)n(cc1-c2nc(NCC(C)NC(OC)=O)ncc2)nc1-c1cc(Cl)cc(NS(C)(=O)=O)c1F,540.01,0.36,11,8,3,148.51,2.7
 ERAVACYCLINE ,2018,CN(C)[C@H]([C@@H](C[C@@H](Cc(c(C1=O)c(c(NC(CN2CCCC2)=O)c2)O)c2F)C1=C1O)[C@@]11O)C(O)=C(C(N)=O)C1=O,558.56,0.48,6,11,6,193.73,-0.24
 FOSNETUPITANT ,2018,CC(C)(C(N(C)c(c(-c1c(C)cccc1)c1)cnc1N1CC[N+](C)(COP([O-])([O-])=O)CC1)=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,687.59,0.42,11,12,0,118.67,5.1
 FOSTAMATINIB ,2018,CC1(C)Oc2ccc(Nc3nc(Nc(cc4OC)cc(OC)c4OC)ncc3F)nc2N(COP([O-])([O-])=O)C1=O,578.44,0.3,10,13,2,202.19,1.61
 GILTERITINIB ,2018,CCc(nc1C(N)=O)c(NC2CCOCC2)nc1Nc(cc1)cc(OC)c1N(CC1)CCC1N1CCN(C)CC1,552.71,0.62,9,7,3,121.11,3.47
 GLASDEGIB ,2018,CN(CC[C@@H](C1)NC(Nc(cc2)ccc2C#N)=O)[C@@H]1c1nc(cccc2)c2[nH]1,374.44,0.29,5,4,3,96.84,2.37
 GLYCOPYRRONIUM ,2018,C[N+](C)(CC1)C[C@@H]1OC([C@@](C1CCCC1)(c1ccccc1)O)=O,318.43,0.63,5,3,1,46.53,3.06
 IVOSIDENIB ,2018,N#Cc1cc(N([C@@H](CC2)C(N([C@H](C(NC(C3)CC3(F)F)=O)c(cccc3)c3Cl)c3cncc(F)c3)=O)C2=O)ncc1,582.96,0.29,9,9,1,119.29,3.37
 LAROTRECTINIB ,2018,O[C@H](CC1)CN1C(Nc(cnn1cc2)c1nc2N(CCC1)[C@@H]1c(cc(cc1)F)c1F)=O,428.44,0.38,5,6,2,86,1.7
 LOFEXIDINE ,2018,CC(C1=NCCN1)Oc(c(Cl)ccc1)c1Cl,259.13,0.36,3,2,1,33.62,2.58
 LORLATINIB ,2018,CC(c(cc(cc1)F)c1C(N(C)Cc1nn(C)c(C#N)c1-1)=O)Oc2c(N)ncc1c2,406.41,0.24,0,6,1,110.06,1.53
 LUSUTROMBOPAG ,2018,CCCCCCOC(C)c1cccc(-c2csc(NC(c3cc(Cl)c(/C=C(\C)/C([O-])=O)c(Cl)c3)=O)n2)c1OC,590.54,0.34,14,6,1,128.82,7.72
 MIGALASTAT ,2018,OC[C@@H]([C@H]([C@H]1O)O)NC[C@H]1O,163.17,1,1,5,5,92.95,-1.8
