id	compound_id	toxicity_adm_other_routes	toxicity_age_group	toxicity_dose_other_types	toxicity_dose_other_units	toxicity_dose_type	toxicity_dose_units	toxicity_dose_value	toxicity_exp_other_types	toxicity_experiment_type	toxicity_food_status	toxicity_frequency_other_period	toxicity_frequency_period	toxicity_frequency_times	toxicity_health_status	toxicity_routes	toxicity_sex	toxicity_source_type	toxicity_source_uri	toxicity_species	tox_application_smiles	toxicity_do_id	tox_application_pt_3	tox_application_cid	tox_application_unii	toxicity_age_group_median	toxicity_diff_dose_type	tox_application_dosing_comment_2	tox_application_pt_2	toxicity_dose_comment	toxicityappcombo	toxicity_age_group_to	toxicity_population_size	toxicity_do	tox_application_dosing_comment	tox_application_mw	tox_application_query_3	tox_application_query	toxicity_age_group_from	tox_application_pt	tox_application_dosing_comment_3	toxicity_duration	toxicity_duration_units	tox_application_query_2	toxicity_source_page
9144	10316		adult				mg	25		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01130272	Homo sapiens													170	Irritable Bowel Syndrome With Diarrhea								12	week		
9145	10316		adult				mg	5		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01130272	Homo sapiens													105	Irritable Bowel Syndrome With Diarrhea								12	week		
9146	10316		adult				mg	75		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01553591	Homo sapiens													428	Irritable Bowel Syndrome								52	week		
9147	10316		adult				mg	75		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01553747	Homo sapiens													379	Irritable Bowel Syndrome								26	week		
9148	10316					Recommended	mg	100		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/206940Orig1s000lbl.pdf	Homo sapiens						45.5				52 and 26 weeks studies			1032	irritable bowel syndrome with diarrhea								26	week		
9149	10316					Recommended	mg	100		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000MedR.pdf	Homo sapiens						45.5				52 and 26 weeks studies			1032	irritable bowel syndrome with diarrhea								26	week		
9150	10316					Recommended	mg	75		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/206940Orig1s000lbl.pdf	Homo sapiens						45.5				52 and 26 weeks studies			807	irritable bowel syndrome with diarrhea								26	week		
9151	10316					Recommended	mg	75		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000MedR.pdf	Homo sapiens						45.5				52 and 26 weeks studies			807	irritable bowel syndrome with diarrhea								26	week		
9152	10316					Studied dose	mg	200		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000MedR.pdf	Homo sapiens						63.6							171	irritable bowel syndrome with diarrhea								12	week		nda/2015/206940Orig1s000MedR.pdf - p.3
9153	10317		ADULT			MTD	mg/m2	240		multiple			4 weeks	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/15187995	Homo sapiens						62				30-min infusion once every 4 weeks			3	cancer											p.52
9154	10317		ADULT			MTD	mg/m2	68		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/12237769	Homo sapiens						56							3	cancer								2	cycle		p.610
9155	10317		ADULT			RP2D	mg/m2	200		multiple			4 weeks	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/15187995	Homo sapiens						62				30-min infusion once every 4 weeks			8	cancer											p.52
9156	10317		ADULT			Studied dose	mg/m2	130		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/12237769	Homo sapiens						56							4	cancer								2	course		
9157	10319		adult			Highest studied dose	mg	120		multiple			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/15134605/	Homo sapiens																						10	day		
9158	10320		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01473524	Homo sapiens							max			OCA 5 milligram (mg) for 6 months and then titrating up to 10 mg based on tolerability and response for remaining 6 months of the DB phase.			70	Primary Biliary Cirrhosis								12	month		
9159	10320		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01473524	Homo sapiens													73	Primary Biliary Cirrhosis								12	month		
9160	10320		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02039219	Homo sapiens													8	Alcoholic Hepatitis								6	week		
9161	10320		adult				mg	25		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00501592	Homo sapiens													20	Type 2 diabetes mellitus and nonalcoholic fatty liver disease								6	week		
9162	10320		adult				mg	50		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00501592	Homo sapiens													21	Type 2 diabetes mellitus and nonalcoholic fatty liver disease								6	week		
9163	10320					Overdose	mg	50		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207999s000lbl.pdf	Homo sapiens														primary biliary cholangitis											
9164	10320						mg	10		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207999s000lbl.pdf	Homo sapiens						56						86	73	primary biliary cholangitis					29			12	month		
9165	10321					Highest studied dose	mg	10		single					healthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/15265053	Homo sapiens													6												p.652
9166	10322		ADULT			Highest studied dose	mg	330		multiple			week	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/31142508	Homo sapiens						62				Oprozomib (150–330 mg/day) was administered once daily on days 1, 2, 8, and 9 (2/7 schedule) of a 14-day cycle. Median oprozomib treatment duration for patients with multiple myeloma was 11.4 weeks, for patients with Waldenström macroglobulinemia, these values were 34.6 weeks. Oprozomib was administered to patients in the fasted state (>/=2 hours since the previous meal and fasting for>/=2 hours after dosing) in cycle 1, and after a meal in cycle 2 and subsequent cycles.			7	multiple myeloma								34.6	week		p.4910
9167	10322		ADULT			MTD	mg	150		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26924128	Homo sapiens						66				days 1-5 of 14-day cycles; a median of 3 (range: 1–16) cycles of treatment			7	cancer								5	day		p.5
9168	10322		ADULT			MTD	mg	240		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/31142508	Homo sapiens						63				Oprozomib (120–270 mg/day) was administered once daily on days 1 to 5 (5/14 schedule) of a 14-day cycle. Median oprozomib treatment duration for patients with multiple myeloma was 5.4 weeks, for patients with Waldenström macroglobulinemia, these values were 8.1 weeks. Oprozomib was administered to patients in the fasted state (>/=2 hours since the previous meal and fasting for>/=2 hours after dosing) in cycle 1, and after a meal in cycle 2 and subsequent cycles.			8	multiple myeloma								5	day		p.4910
9169	10322		ADULT			MTD	mg	300		multiple			week	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/31142508	Homo sapiens						62				Oprozomib (150–330 mg/day) was administered once daily on days 1, 2, 8, and 9 (2/7 schedule) of a 14-day cycle. Median oprozomib treatment duration for patients with multiple myeloma was 11.4 weeks, for patients with Waldenström macroglobulinemia, these values were 34.6 weeks. Oprozomib was administered to patients in the fasted state (>/=2 hours since the previous meal and fasting for>/=2 hours after dosing) in cycle 1, and after a meal in cycle 2 and subsequent cycles.			7	multiple myeloma								34.6	week		p.4910
9170	10322		ADULT			MTD	mg	90		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26924128	Homo sapiens						57				days 1-5 of 14-day cycles; a median of 4 (range: 1–7) cycles of treatment			7	cancer								5	day		p.5
9171	10322		ADULT			Studied dose	mg	180		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26924128	Homo sapiens						66				days 1-5 of 14-day cycles; a median of 3 (range: 1–16) cycles of treatment			6	cancer								5	day		p.5
9172	10322		ADULT			Studied dose	mg	210		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26924128	Homo sapiens						57	total			120-mg/90-mg; days 1-5 of 14-day cycles; a median of 4 (range: 1–7) cycles of treatment			5	cancer								5	day		p.5
9173	10322		ADULT			Studied dose	mg	270		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/31142508	Homo sapiens						63				Oprozomib (120–270 mg/day) was administered once daily on days 1 to 5 (5/14 schedule) of a 14-day cycle. Median oprozomib treatment duration for patients with multiple myeloma was 5.4 weeks, for patients with Waldenström macroglobulinemia, these values were 8.1 weeks. Oprozomib was administered to patients in the fasted state (>/=2 hours since the previous meal and fasting for>/=2 hours after dosing) in cycle 1, and after a meal in cycle 2 and subsequent cycles.			8	multiple myeloma								5	day		p.4910
9174	10323					Highest studied dose	mg/m2	1200		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/20676675/	Homo sapiens						52							3	solid tumours								28	day		
9175	10323					Highest studied dose	mg/m2	400		multiple			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/16144927/	Homo sapiens						52				Treatment could be continued to a maximum period of 1 year unless progressive disease or unacceptable toxicity occurred			3	solid tumours								28	day		
9176	10323					Highest studied dose	mg/m2	800		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/20676675/	Homo sapiens						52							6	solid tumours								28	day		
9177	10323					MTD	mg/m2	100		multiple			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/16144927/	Homo sapiens						52				Treatment could be continued to a maximum period of 1 year unless progressive disease or unacceptable toxicity occurred			6	solid tumours								28	day		
9178	10323					Studied dose	mg/m2	100		multiple			day	2	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/16406576/	Homo sapiens						55				median 28-days cycles: 2			8	solid tumours								28	day		
9179	10323					Studied dose	mg/m2	200		multiple			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/16144927/	Homo sapiens						52				Treatment could be continued to a maximum period of 1 year unless progressive disease or unacceptable toxicity occurred			7	solid tumours								28	day		
9180	10323					Studied dose	mg/m2	300		multiple			day	2	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/16406576/	Homo sapiens						55				median 28-days cycles: 2			7	solid tumours								28	day		
9181	10324		ADULT			Recommended	mg/m2	185		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25816934	Homo sapiens						67				days 1 to 5 of a 21-day cycle			13	mantle cell lymphoma								5	day		p.13
9182	10325					Highest studied dose	mg	600		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27931243/	Homo sapiens										28-day cycle		76	6	myelofibrosis or other myeloid malignancies					53			1	cycle		
9183	10325					MTD	mg	500		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27931243/	Homo sapiens										28-day cycle		77	7	myelofibrosis or other myeloid malignancies					49			1	cycle		
9184	10325					RP2D	mg	400		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27931243/	Homo sapiens										28-day cycle		83	6	myelofibrosis or other myeloid malignancies					52			1	cycle		
9185	10325					RP2D	mg	400		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27931243/	Homo sapiens												83	31	myelofibrosis or other myeloid malignancies					47			11.5	month		
9186	10325					Studied dose	mg	150		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27931243/	Homo sapiens										28-day cycle		86	6	myelofibrosis or other myeloid malignancies					66			1	cycle		
9187	10325					Studied dose	mg	300		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27931243/	Homo sapiens										28-day cycle		77	6	myelofibrosis or other myeloid malignancies					50			1	cycle		
9188	10329		adult				mg	40		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02035553	Homo sapiens													90	Alzheimer's disease psychosis								12	week		
9189	10329					Highest studied dose	mg	150		multiple			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/17473118	Homo sapiens						23.8						28	6						19			14	day		
9190	10329					Highest studied dose	mg	300		single					healthy	nasogastric	M		https://pubmed.ncbi.nlm.nih.gov/17473118	Homo sapiens						25.8						28	4						25						
9191	10329					Highest studied dose	mg	50		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/17473118	Homo sapiens						25.8						28	4						25						
9192	10329					Recommended	mg	17		multiple			day	2	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207318lbl.pdf	Homo sapiens														dementia-related psychosis								6	week		
9193	10329					Recommended	mg	34		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/207318lbl.pdf	Homo sapiens													202	hallucinations and delusions associated with Parkinson’s disease psychosis					40			6	week		
9194	10329					Recommended	mg	34		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/207318Orig1s000MedR.pdf	Homo sapiens						71						85	202	hallucinations and delusions associated with Parkinson’s disease psychosis					41			6	week		109
9195	10329						mg	100		multiple			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/17473118	Homo sapiens						23.8						28	6						19			14	day		
9196	10330					Highest studied dose	mg/m2	90		multiple			day	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/29724899/	Homo sapiens							unknown			CIV infusion for 21 days of a 28-day cycle			6	acute leukemia								5.1	week		
9197	10332					Highest studied dose	mg	10		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/28490648	Homo sapiens						63.3	unknown						200	Parkinson disease								26	week		
9198	10336					Highest studied dose	mg	560		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26581242/	Homo sapiens						61				and 14 days off			5	solid tumors								14	day		
9199	10336					MTD	mg	300		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26581242/	Homo sapiens						61				and 14 days off			8	solid tumors								14	day		
9200	10336					Studied dose	mg	10		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26581242/	Homo sapiens						61				and 14 days off			4	solid tumors								14	day		
9201	10336					Studied dose	mg	200		multiple			day	2	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/31791552/	Homo sapiens						61.5		1000 mg/m2; IV; 2/3 weeks		and 14 days off; six cycles			58	ovarian cancer	600 mg; IV; 1/3 weeks			Carboplatin				14	day	Gemcitabine	
9202	10336					Studied dose	mg	200		multiple			day	2	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/31791552/	Homo sapiens						63				and 14 days off			8	ovarian cancer								14	day		
9203	10336					Studied dose	mg	200		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26581242/	Homo sapiens						61				and 14 days off			7	solid tumors								14	day		
9204	10336					Studied dose	mg	250		multiple			day	2	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/31791552/	Homo sapiens						63	mean			and 14 days off			8	ovarian cancer								14	day		
9205	10336					Studied dose	mg	420		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26581242/	Homo sapiens						61				and 14 days off			18	solid tumors								14	day		
9206	10336					Studied dose	mg	90		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26581242/	Homo sapiens						61				and 14 days off			5	solid tumors								14	day		
9207	10341		ADULT			Highest studied dose	mg	1000		multiple			day	2	unhealthy	oral	M+F		http://www.fda.gov/downloads/AdvisoryCommittees/CommitteesMeetingMaterials/Drugs/OncologicDrugsAdvisoryCommittee/UCM494782.pdf	Homo sapiens													6	Non-small cell lung cancer											p.29, 31
9208	10341		ADULT			Highest studied dose	mg	900		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25923550/	Homo sapiens						59							19	Non-small cell lung cancer											p.1705, 1706
9209	10342		adult			Recommended	mg	49		multiple			day	2	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/207620Orig1s000lbl.pdf	Homo sapiens													10495	heart failure	51 mg/2/day			valsartan				29	day		6.1
9210	10342					Recommended	mg	194		steady			day	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27230850/	Homo sapiens												65	22		206 mg/1/day			valsartan	18			5	day		
9211	10342					Recommended	mg	194		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27230850/	Homo sapiens												65	6	severe renal impairment	206 mg/1/day			valsartan	18			5	day		
9212	10342					Recommended	mg	194		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27230850/	Homo sapiens												65	8	mild renal impairment	206 mg/1/day			valsartan	18			5	day		
9213	10342					Recommended	mg	194		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27230850/	Homo sapiens												65	8	moderate renal impairment	206 mg/1/day			valsartan	18			5	day		
9214	10344		ADULT			Highest studied dose	mg	280		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/19360898	Homo sapiens												50	5						21						p.4
9215	10344		ADULT			Studied dose	mg	100		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/18695053	Homo sapiens													22	Alzheimer disease								6	week		p.17, 5
9216	10344		ADULT			Studied dose	mg	140		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/18695053	Homo sapiens													14	Alzheimer disease								6	week		p.17
9217	10344		ADULT			Studied dose	mg	140		single					healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21724950	Homo sapiens													27												p.911
9218	10345					Highest studied dose	mg	10		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21323872/	Homo sapiens						28.5	typical			loading dose - 20 mg twice daily for 4 days			146	sickle cell disease								52	week		
9219	10345					Highest studied dose	mg	150		single			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/17064199/	Homo sapiens						30.2							6	sickle cell disease								1	day		
