id	adverseevents_frequency	adverseevents_frequency_units	adverseevents_liability	adverseevents_severity	adverseevents_type	adverseevents_comment	adverseevents_dlt	tox_id
54240	1 pts		Stomatitis	grade 3-4				8903
54241	1 pts		Pruritus	grade 3-4				8903
54242	2 pts		Decreased appetite	grade 3-4				8903
54243	2 pts		Dermatitis acneiform	grade 3-4				8903
54244	2 pts		Dry skin	grade 3-4				8903
54245	48 pts		Diarrhea	all grades				8902
54246	46 pts		Rash	all grades				8902
54247	40 pts		Stomatitis	all grades				8902
54248	33 pts		Pruritus	all grades				8902
54249	20 pts		Decreased appetite	all grades				8902
54250	17 pts		Acne	all grades				8902
54251	2 pts		Dermatitis acneiform	all grades				8902
54252	18 pts		Palmar-plantar erythrodysaesthesia syndrome	all grades				8902
54253	14 pts		Rhinorrhea	all grades				8902
54254	13 pts		Paronychia	all grades				8902
54255	13 pts		Mucosal inflammation	all grades				8902
54256	11 pts		Nausea	all grades				8902
54257	10 pts		Vomiting	all grades				8902
54258	8 pts		Fatigue	all grades				8902
54259	8 pts		Skin exfoliation	all grades				8902
54260	6 pts		Dry skin	all grades				8902
54261	6 pts		Weight decreased	all grades				8902
54262	8 pts		Diarrhea	grade 3-4				8902
54263	1 pts		Rash	grade 3-4				8902
54264	1 pts		Decreased appetite	grade 3-4				8902
54265	1 pts		Mucosal inflammation	grade 3-4				8902
54266	1 pts		Nausea	grade 3-4				8902
54267	1 pts		Vomiting	grade 3-4				8902
54268	1 pts		Diarrhea				TRUE	8904
54269	1 pts		Diarrhea				TRUE	8905
54270	3 pts		Diarrhea				TRUE	8901
54271	2 pts		Diarrhea				TRUE	8899
54272	1 pts		Nausea				TRUE	8901
54273	1 pts		Mucosal inflammation				TRUE	8901
54274	1 pts		Decreased appetite				TRUE	8900
54275	1 pts		Diarrhea				TRUE	8898
54276	16.7		Fatigue	grade 3			TRUE	8907
54277	16.7		Troponin T increased	grade 3			TRUE	8907
54278	16.7		QT interval prolonged	grade 3	discontinuation		TRUE	8907
54279	16.7		Febrile neutropenia				TRUE	8906
54280						No treatment related adverse effects leading to discontinuation were reported		8908
54281	33.3		Neutropenia	grade 3				8910
54282	33.3		Anemia	grade 3				8910
54283	66.7		Thrombocytopenia	grade 4			TRUE	8910
54284	33.3		Fatigue	grade 3			TRUE	8910
54285	33.3		Lower gastrointestinal haemorrhage	grade 3			TRUE	8910
54286	16.7		Hypersensitivity	grade 4			TRUE	8913
54287	7.7		Diarrhea	grade 3			TRUE	8914
54288	33.3		Neutropenia	grade 3				8913
54289	16.7		Anemia	grade 3				8913
54290	16.7		Hypertension	grade 4				8913
54291	16.7		Dyspnea	grade 4				8913
54292	33.3		Fatigue	grade 3				8913
54293						No information on AE is provided		8909
54294			Convulsion		discontinuation			8915
54295			Venous injury		discontinuation			8915
54296			Dermatitis		discontinuation			8915
54297			Thrombocytopenia		discontinuation			8915
54298	33.3		Thrombocytopenia	grade 4			TRUE	8912
54299	9.1		Infusion related reaction	grade 3			TRUE	8911
54300	40		Diarrhea	grade 1-3	discontinuation			8916
54301	20		Presyncope	grade 1-3			TRUE	8916
54302	20		Somnolence	grade 1-3	discontinuation			8916
54303	60		Maculopapular rash	grade 1-2				8916
54304	20		Acneiform dermatitis	grade 1-2				8916
54305	60		Lymphedema	grade 1-3				8916
54306	20		Vomiting	grade 1-2				8916
54307	40		Fatigue	grade 1-2				8916
54308	40		Abnormal dreams	grade 1-2				8916
54309	20		Macular rash	grade 1-3	discontinuation			8916
54310	9.1		Pain of skin	grade 1-3			TRUE	8920
54311	9.1		Papular rash	grade 1-3			TRUE	8920
54312	27		Acneiform dermatitis	grade 1-3				8920
54313	36		Diarrhea	grade 1-2				8920
54314	36		Nausea	grade 1-2				8920
54315	36		Lymphedema	grade 1-3				8920
54316	18		Vomiting	grade 1-2				8920
54317	36		Fatigue	grade 1-2				8920
54318	18		Maculopapular rash	grade 1-2				8920
54319	27		Rash	grade 1-2				8920
54320	10		Ventricular dysfunction	grade 3	discontinuation			8919
54321	10		Chorioretinopathy	grade 1	dose reduction			8919
54322	90		Acneiform dermatitis	grade 1-2				8921
54323	60		Diarrhea	grade 1-2				8921
54324	40		Nausea	grade 1-2				8921
54325	50		Lymphedema	grade 1-2				8921
54326	30		Vomiting	grade 1-2				8921
54327	20		Fatigue	grade 1-2				8921
54328	30		Abnormal dreams	grade 1-2				8921
54329	10		Abdominal pain	grade 3				8921
54330	10		Retinal vein occlusion	grade 2				8921
54331	16.7		Hypophosphatemia				TRUE	8918
54332	16.7		Lipase increased	grade 3			TRUE	8917
54333	0.3		Pneumonia		discontinuation			8922
54334	0.3		Atrioventricular block	severe	discontinuation			8922
54335	0.3		Hemorrhage	severe	discontinuation			8922
54336	0.3		Fracture		dose interruption			8922
54337	0.3		Abdominal pain		discontinuation			8922
54338	0.3		Cardiac failure	severe	discontinuation			8922
54339	16.7		Syncope	grade 3			TRUE	8925
54340	16.7		Myalgia	grade 3	discontinuation		TRUE	8923
54341	33.3		Neutropenia	grade 3-4				8924
54342	33.3		Leukopenia	grade 3-4				8924
54343	6 pts		Diarrhea	grade 1				8928
54344	3 pts		Erythema	grade 1				8928
54345	3 pts		Rash	grade 1				8928
54346	3 pts		Pruritus	grade 1				8928
54347	4 pts		Fatigue	grade 1				8928
54348	5 pts		Headache	grade 1				8928
54349	8 pts		Nausea	grade 1				8928
54350	3 pts		Vomiting	grade 1				8928
54351	2 pts		Diarrhea	grade 2				8928
54352	1 pts		Erythema	grade 2				8928
54353	1 pts		Rash	grade 2				8928
54354	1 pts		Pruritus	grade 2				8928
54355	6 pts		Fatigue	grade 2				8928
54356	1 pts		Headache	grade 2				8928
54357	1 pts		Hypophosphatemia	grade 2				8928
54358	3 pts		Nausea	grade 2				8928
54359	2 pts		Hypophosphatemia	grade 3				8928
54360	6 pts		Diarrhea	grade 1				8926
54361	6 pts		Erythema	grade 1				8926
54362	6 pts		Rash	grade 1				8926
54363	6 pts		Pruritus	grade 1				8926
54364	2 pts		Fatigue	grade 1				8926
54365	2 pts		Headache	grade 1				8926
54366	11 pts		Nausea	grade 1				8926
54367	4 pts		Vomiting	grade 1				8926
54368	2 pts		Diarrhea	grade 2				8926
54369	2 pts		Erythema	grade 2				8926
54370	2 pts		Rash	grade 2				8926
54371	2 pts		Pruritus	grade 2				8926
54372	6 pts		Fatigue	grade 2				8926
54373	8 pts		Hypophosphatemia	grade 2				8926
54374	3 pts		Nausea	grade 2				8926
54375	4 pts		Vomiting	grade 2				8926
54376	1 pts		Diarrhea	grade 3				8926
54377	3 pts		Erythema	grade 3				8926
54378	3 pts		Rash	grade 3				8926
54379	3 pts		Pruritus	grade 3				8926
54380	3 pts		Hypophosphatemia	grade 3				8926
54381	15 pts		Nausea	all grades				8927
54382	12 pts		Fatigue	all grades				8927
54383	7 pts		Hypophosphatemia	all grades				8927
54384	6 pts		Anorexia	all grades				8927
54385	5 pts		Anemia	all grades				8927
54386	5 pts		Headache	all grades				8927
54387	5 pts		Vomiting	all grades				8927
54388	5 pts		ALT increased	all grades				8927
54389	4 pts		AST increased	all grades				8927
54390	4 pts		Diarrhea	all grades				8927
54391	1 pts		Hypophosphatemia	grade 3-4				8927
54392	1 pts		Headache	grade 3-4				8927
54393	1 pts		ALT increased	grade 3-4				8927
54394	1 pts		AST increased	grade 3-4				8927
54395	1 pts		Diarrhea	grade 3-4				8927
54396	5 pts		Anemia	all grades				8930
54397	3 pts		Anemia	grade 3-4				8930
54398	3 pts		Neutropenia	all grades				8930
54399	1 pts		Neutropenia	grade 3-4				8930
54400	3 pts		Thrombocytopenia	all grades				8930
54401	1 pts		Thrombocytopenia	grade 3-4				8930
54402	6 pts		Diarrhea	all grades				8930
54403	2 pts		Diarrhea	grade 3-4				8930
54404	5 pts		Abdominal pain	all grades				8930
54405	1 pts		Abdominal pain	grade 3-4				8930
54406	5 pts		Nausea	all grades				8930
54407	4 pts		Vomiting	all grades				8930
54408	5 pts		Fatigue	all grades				8930
54409	1 pts		Diarrhea					8931
54410	6 pts		Diarrhea					8932
54411	1 pts		Abdominal pain					8932
54412	1 pts		Nausea					8932
54413	4 pts		Decreased appetite					8932
54414	1 pts		Vomiting					8932
54415	1 pts		Diarrhea					8932
54416	1 pts		ALP increased					8932
54417	2 pts		Diarrhea					8929
54418	1 pts		Abdominal pain					8929
54419	2 pts		Decreased appetite					8929
54420	1 pts		Diarrhea					8929
54421	1 pts		Anemia					8929
54422	1 pts		Gamma glutamyl transpeptidase increased					8929
54423	1 pts		ALP increased					8929
54424	1 pts		Troponin T increased					8929
54425	1 pts		Hemoglobin decreased					8929
54426	25		Urticaria	grade 3			TRUE	8936
54427	25		Fatigue	grade 2	dose reduction			8936
54428	25		Dizziness	grade 1	dose reduction			8936
54429	25		Vomiting	grade 1	dose reduction			8936
54430	25		Nausea	grade 1	dose reduction			8936
54431	16.7		Stomatitis	grade 3			TRUE	8938
54432	16.7		Blood creatinine increased	grade 2	discontinuation		TRUE	8948
54433	16.7		Fatigue	grade 3			TRUE	8948
54434	16.7		Nausea	grade 2	dose interruption		TRUE	8948
54435	16.7		Vomiting	grade 2	dose interruption		TRUE	8948
54436	11.1		Erythematous rash	grade 3			TRUE	8942
54437	14.3		Asthenia	grade 3	dose interruption			8933
54438	14.3		Mucosal inflammation	grade 3	discontinuation			8933
54439	14.3		Thrombocytopenia	grade 3	dose interruption			8933
54440	12.5		Hyperglycaemia	grade 3			TRUE	8937
54441	12.5		Anaemia	grade 4			TRUE	8937
54442	12.5		Maculopapular rash	grade 3			TRUE	8937
54443	14.3		Hyperglycaemia	grade 3			TRUE	8947
54444	7.7		Maculo-papular rash	grade 3			TRUE	8940
54445	7.7		Diarrhoea	grade 3			TRUE	8940
54446	7.7		Asthenia	grade 3			TRUE	8940
54447	7.7		Ventricular fibrillation	grade 5			TRUE	8940
54448	6.7		Dry mouth	grade 3			TRUE	8939
54449	6.7		Fatigue	grade 3			TRUE	8939
54450	6.7		Asthenia	grade 3			TRUE	8939
54451	12.5		Hypophosphatemia	grade 3			TRUE	8943
54452	16.7		Stomatitis	grade 3			TRUE	8945
54453	16.7		Dehydration	grade 3			TRUE	8945
54454	16.7		Asthenia	grade 3			TRUE	8945
54455	8.3		Stomatitis	grade 3			TRUE	8946
54456	50		Stomatitis	grade 3			TRUE	8935
54457	23.1		Stomatitis	grade 2-3			TRUE	8944
54458	7.7		Asthenia	grade 3			TRUE	8944
54459	7.7		Fatigue	grade 3			TRUE	8944
54460	33.3		Fatigue	grade 3			TRUE	8934
54461	33.3		Asthenia	grade 3			TRUE	8934
54462	33.3		Stomatitis	grade 3			TRUE	8934
54463						No information on AE is provided		8941
54464	100		Diarrhea	grade 1-4	discontinuation			8949
54465	100		Stomatitis	grade 1-3				8949
54466	33.3		Nausea	grade 1-2				8949
54467	33.3		Vomiting	grade 1-2				8949
54468	33.3		Acne	grade 1-2				8949
54469	33.3		Rash	grade 1-2				8949
54470	33.3		Dermatitis acneiform	grade 1-2				8949
54471	33.3		Pruritus	grade 1-2				8949
54472	33.3		Dysgeusia	grade 1-2				8949
54473	100		Diarrhea	grade 1-3				8950
54474	50		Stomatitis	grade 1-2				8950
54475	16.7		Dyspepsia	grade 1-2				8950
54476	16.7		Nausea	grade 1-2				8950
54477	16.7		Vomiting	grade 1-2				8950
54478	33.3		Acne	grade 1-3				8950
54479	33.3		Rash	grade 1-3			TRUE	8950
54480	33.3		Skin exfoliation	grade 1-3				8950
54481	16.7		Dry skin	grade 1-2				8950
54482	33.3		Dermatitis acneiform	grade 1-2				8950
54483	33.3		Pruritus	grade 1-2				8950
54484	16.7		Fatigue	grade 1-2				8950
54485	16.7		Dysgeusia	grade 1-2				8950
54486	16.7		Gastritis		discontinuation			8950
54487	16.7		Diarrhea		discontinuation			8951
54488	20		Diarrhea		discontinuation			8952
54489	25		Cutaneous symptom		discontinuation			8953
54490	14.3		Respiratory failure	grade 5	discontinuation		TRUE	8956
54491	14.3		Febrile neutropenia	grade 3			TRUE	8956
54492	14.3		Asthenia	grade 3			TRUE	8954
54493	14.3		Acute renal failure	grade 3			TRUE	8954
54494	14.3		Leukopenia	grade 3			TRUE	8954
54495	14.3		Septic shock	grade 5	discontinuation		TRUE	8954
54496						No adverse effects leading to discontinuation were reported; no DLTs		8955
54497	5.3		Rash		discontinuation			8958
54498			Hypertension		discontinuation			8957
54499	8.3		Hyperglycaemia				TRUE	8963
54500	8.3		Fatigue	grade 3			TRUE	8963
54501	8.3		Hyponatraemia	grade 3			TRUE	8963
54502	8.3		Hypokalaemia	grade 4			TRUE	8963
54503	8.3		Skin rash	grade 3			TRUE	8963
54504	8.3		Glycosuria				TRUE	8963
54505	25		GGT increased				TRUE	8963
54506	33.3		Hypokalaemia				TRUE	8962
54507	33.3		Asthenia				TRUE	8962
54508	33.3		Vomiting				TRUE	8962
54509	33.3		Nausea				TRUE	8962
54510						No adverse effects leading to discontinuation were reported; no DLTs		8961
54511	33.3		Asthenia				TRUE	8959
54512	33.3		Hypokalaemia				TRUE	8959
54513						No adverse effects leading to discontinuation were reported; no DLTs		8960
54514						No adverse effects leading to discontinuation were reported		8965
54515						There were no serious adverse events reported during thestudy  and  no  subjects  were  withdrawn  due  to  adverse events.		8964
54516	2.7		Adverse event		discontinuation			8966
54517						No adverse effects leading to discontinuation were reported.		8967
54518	85		Diarrhea					8968
54519	92		Fatigue					8968
54520	38		Thrombocytopenia					8968
54521	54		Nausea					8968
54522	62		Neutropenia					8968
54523	46		Pyrexia					8968
54524	31		Cough					8968
54525	46		Headache					8968
54526	31		Anemia					8968
54527	31		Dyspnea					8968
54528	8		Dizziness					8968
54529	23		Abdominal pain					8968
54530	31		Upper respiratory tract infection					8968
54531	31		Peripheral edema					8968
54532	15		Muscle spasms					8968
54533	8		Sinusitis					8968
54534	23		Contusion					8968
54535	15		Vomiting					8968
54536	8		Pneumonia					8968
54537	15		Constipation					8968
54538	8		Urinary tract infection					8968
54539	15		Decreased appetite					8968
54540	15		Hypocalcemia					8968
54541	15		Hyponatremia					8968
54542	8		Pneumonitis	grade 3			TRUE	8968
54543	11.1		Thrombocytopenia	grade 4			TRUE	8970
54544	2.6		Thrombocytopenia	grade 4			TRUE	8969
54545	2.6		Mental status changes	grade 3			TRUE	8969
54546	5.9		ALT increased		discontinuation	possibly drug related		8971
54547	5.9		Atrial fibrillation		discontinuation			8971
54548	5.9		ALT increased	grade 3	discontinuation			8971
54549	14.3		Hyperamylasaemia	grade 3			TRUE	8972
54550	14.3		Cardiac arrhythmia	grade 3			TRUE	8972
54551	57		Nausea	grade 1-2				8972
54552	43		Fatigue	grade 1-2				8972
54553	29		Feeling cold	grade 1-2				8972
54554	29		Inflammation	grade 1-2				8972
54555	14		Hypercalcaemia	grade 1-2				8972
54556	14		Arthralgia	grade 1-2				8972
54557	14		Musculoskeletal stiffness	grade 1-2				8972
54558	12		Abdominal pain	grade 1-2				8974
54559	12		Constipation	grade 1-2				8974
54560	6		Nausea	grade 1-2				8974
54561	18		Fatigue	grade 1-2				8974
54562	6		Feeling cold	grade 1-2				8974
54563	41		Inflammation	grade 1-2				8974
54564	12		Pain	grade 1-2				8974
54565	6		Pyrexia	grade 1-2				8974
54566	24		Blood fibrinogen increased	grade 1-2				8974
54567	24		C-reactive protein increased	grade 1-2				8974
54568	6		Haemoglobin decreased	grade 1-2				8974
54569	12		Monocyte count increased	grade 1-2				8974
54570	12		Neutrophil count increased	grade 1-2				8974
54571	6		Platelet count increased	grade 1-2				8974
54572	18		Erythrocyte sedimentation rate increased	grade 1-2				8974
54573	24		White blood cell count increased	grade 1-2				8974
54574	18		Hyperamylasaemia	grade 3				8974
54575	6		Hypercalcaemia	grade 1-2				8974
54576	6		Muscular weakness	grade 1-2				8974
54577	6		Musculoskeletal stiffness	grade 1-2				8974
54578	18		Myalgia	grade 1-2				8974
54579	6		Pain in extremity	grade 1-2				8974
54580	6		Headache	grade 1-2				8974
54581	6		Insomnia	grade 1-2				8974
54582	6		Eczema	grade 1-2				8974
54583			Muscle pain		discontinuation			8973
54584			Joint pain		discontinuation			8973
54585	1 pts		Neutropenia	grade 4			TRUE	8980
54586	1 pts		Thrombocytopenia	grade 4			TRUE	8980
54587			Alanine aminotransferase increased	grade 4			TRUE	8980
54588			Aspartate aminotransferase increase	grade 4			TRUE	8980
54589			Fatigue	grade 3			TRUE	8980
54590			Cardiotoxicity	grade 2			TRUE	8980
54591			Nausea	grade 3			TRUE	8980
54592			Vomiting	grade 3			TRUE	8980
54593			Diarrhoea	grade 3			TRUE	8980
54594	1 pts		Thrombocytopenia	grade 4			TRUE	8976
54595	52		Pain	all grades				8978
54596	47		Fatigue	all grades				8978
54597	36		Nausea	all grades				8978
54598	24		Vomiting	all grades				8978
54599	21		Constipation	all grades				8978
54600	16		Diarrhea	all grades				8978
54601	13		Abdominal pain	all grades				8978
54602	26		Decreased appetite	all grades				8978
54603	18		Cough	all grades				8978
54604	16		Dyspnea	all grades				8978
54605	18		Hemorrhage	all grades				8978
54606	18		Headache	all grades				8978
54607	16		Anemia	all grades				8978
54608	16		Weight decreased	all grades				8978
54609	7		Pain	grade 3-4				8978
54610	1.6		Fatigue	grade 3-4				8978
54611	1.6		Abdominal pain	grade 3-4				8978
54612	4.8		Decreased appetite	grade 3-4				8978
54613	4.8		Dyspnea	grade 3-4				8978
54614	4.8		Hemorrhage	grade 3-4				8978
54615	13		Anemia	grade 3-4				8978
54616	7		Weight decreased	grade 3-4				8978
54617	2		Mood disorder NOS		discontinuation	leads to discontinuation		8978
54618	49		Decreased hemoglobin	all grades				8979
54619	36		Lymphocyte count decreased	all grades				8979
54620	19		White blood cell count decreased	all grades				8979
54621	36		Triglyceride increased	all grades				8979
54622	33		Glucose increased	all grades				8979
54623	30		Sodium decreased	all grades				8979
54624	28		Phosphate decreased	all grades				8979
54625	23		Albumin decreased	all grades				8979
54626	23		Alkaline phosphatase increased	all grades				8979
54627	20		Potassium decreased	all grades				8979
54628	18		Aspartate aminotransferase increased	all grades				8979
54629	16		Calcium decreased	all grades				8979
54630	16		Glucose decreased	all grades				8979
54631	15		Partial thromboplastin time prolonged	all grades				8979
54632	14		Alanine aminotransferase increased	all grades				8979
54633	12		Creatinine increased	all grades				8979
54634	12		Potassium increased	all grades				8979
54635	15		Decreased hemoglobin	grade 3-4				8979
54636	13		Lymphocyte count decreased	grade 3-4				8979
